entry_date,ticker,exit_date,stock_entry_price,stock_exit_price,call_premium_pct,pnl_pct,leg
2016-12-12,KMI,2017-02-06,13.1266,13.9055,2.0131,3.92,primary
2016-12-12,LLY,2017-02-06,63.2987,67.1669,1.2984,4.81,primary
2016-12-12,MDT,2017-02-06,57.3744,59.8305,1.6206,2.66,primary
2016-12-12,MRK,2017-02-06,44.48,46.0488,1.3305,2.2,primary
2016-12-12,TXN,2017-02-06,56.4371,58.5642,2.1876,1.58,primary
2016-12-19,ABT,2017-02-13,32.4603,38.0016,1.5197,15.55,primary
2016-12-19,ADBE,2017-02-13,105.02,119.67,2.4685,11.48,primary
2016-12-19,AON,2017-02-13,104.1478,108.745,1.8126,2.6,primary
2016-12-19,IFF,2017-02-13,93.4529,97.2386,1.071,2.98,primary
2016-12-19,V,2017-02-13,73.2648,81.9929,1.2853,10.63,primary
2016-12-26,BAX,2017-02-20,38.1657,43.4593,1.8651,12.0,primary
2017-01-02,ADBE,2017-02-27,108.3,120.04,2.4426,8.4,primary
2017-01-02,AON,2017-02-27,105.4947,107.7734,1.7936,0.37,primary
2017-01-02,CRM,2017-02-27,72.9141,81.233,2.4426,8.97,primary
2017-01-02,DHR,2017-02-27,68.1107,73.5304,1.2883,6.67,primary
2017-01-02,GOOGL,2017-02-27,40.9223,42.106,2.726,0.17,primary
2017-01-02,KMI,2017-02-27,13.4157,13.4539,1.8679,-1.58,primary
2017-01-02,MCO,2017-02-27,90.2492,103.7572,1.6509,13.32,primary
2017-01-02,META,2017-02-27,122.4491,136.1019,2.5409,8.61,primary
2017-01-02,MRK,2017-02-27,43.2636,47.7931,1.2346,9.23,primary
2017-01-02,SPGI,2017-02-27,105.3837,119.5892,1.6509,11.83,primary
2017-01-02,TXN,2017-02-27,57.4127,60.668,2.0298,3.64,primary
2017-01-02,WMB,2017-02-27,19.9008,18.2004,1.8679,-1.87,primary
2017-01-02,YUM,2017-02-27,54.4621,55.2328,2.4806,-1.07,primary
2017-01-09,QCOM,2017-03-06,51.9303,45.9578,2.0137,-2.01,primary
2017-01-16,PEP,2017-03-13,77.9251,84.6542,1.3722,7.26,primary
2017-01-23,AON,2017-03-20,104.6091,108.7542,1.6763,2.29,primary
2017-01-23,WY,2017-03-20,21.8471,23.3838,1.0024,6.03,primary
2017-01-30,CL,2017-03-27,53.3186,59.154,1.027,9.92,primary
2017-01-30,JNJ,2017-03-27,88.1166,97.2153,1.1845,9.14,primary
2017-01-30,REGN,2017-03-27,355.8559,384.9097,1.1675,7.0,primary
2017-01-30,WMT,2017-03-27,18.9727,20.7159,2.4039,6.78,primary
2017-02-06,BIIB,2017-04-03,274.76,268.73,1.1547,-1.15,primary
2017-02-06,LVS,2017-04-03,42.6325,46.015,1.7311,6.2,primary
2017-02-06,MNST,2017-04-03,22.005,22.925,1.1934,2.99,primary
2017-02-13,FANG,2017-04-10,82.7344,80.7434,1.896,-1.9,primary
2017-02-13,FDX,2017-04-10,166.6941,158.4427,2.5178,-2.52,primary
2017-02-13,LIN,2017-04-10,100.7912,101.5075,1.0886,-0.38,primary
2017-02-13,QCOM,2017-04-10,43.8395,41.373,2.0603,-2.06,primary
2017-02-20,EW,2017-04-17,31.5867,32.59,1.5237,1.65,primary
2017-02-20,HUM,2017-04-17,191.4887,197.7747,1.6601,1.62,primary
2017-02-20,LVS,2017-04-17,42.1717,46.9811,1.83,9.57,primary
2017-02-27,C,2017-04-24,45.8799,44.4659,1.8004,-1.8,primary
2017-02-27,FDX,2017-04-24,167.2535,163.591,2.4017,-2.4,primary
2017-02-27,WMB,2017-04-24,18.2004,18.9957,1.8085,2.56,primary
2017-03-13,EQT,2017-05-08,28.9292,28.4289,1.8613,-1.86,primary
2017-03-13,FANG,2017-05-08,80.4744,78.3298,1.8613,-1.86,primary
2017-03-13,FDX,2017-05-08,167.808,165.2812,2.4718,-2.47,primary
2017-03-13,GIS,2017-05-08,43.677,40.8381,1.2407,-1.24,primary
2017-03-13,OXY,2017-05-08,50.3805,47.8493,1.8081,-1.81,primary
2017-03-13,PLD,2017-05-08,39.3053,42.2802,1.0687,6.5,primary
2017-03-13,ROST,2017-05-08,61.8907,58.0849,2.4718,-2.47,primary
2017-03-13,SYY,2017-05-08,41.8497,43.0853,2.4718,0.48,primary
2017-03-13,VZ,2017-05-08,31.0483,28.5818,1.4671,-1.47,primary
2017-03-27,FANG,2017-05-22,79.7288,75.647,2.0412,-2.04,primary
2017-03-27,FDX,2017-05-22,168.2909,167.5233,2.7106,-2.71,primary
2017-03-27,GE,2017-05-22,130.9927,120.6627,1.172,-1.17,primary
2017-03-27,LIN,2017-05-22,102.484,114.0372,1.172,10.1,primary
2017-03-27,OKE,2017-05-22,31.7814,29.9699,2.0412,-2.04,primary
2017-03-27,TGT,2017-05-22,42.3206,42.1683,2.7106,-2.71,primary
2017-04-03,APD,2017-05-29,109.0887,118.607,1.2194,7.51,primary
2017-04-03,CVX,2017-05-29,74.1129,70.9123,2.063,-2.06,primary
2017-05-22,C,2017-07-17,46.8093,49.7731,1.8004,4.53,re_entry
2017-05-29,AXP,2017-07-24,69.7312,75.6214,1.4656,6.98,primary
2017-05-29,BIIB,2017-07-24,256.65,287.44,1.0376,10.96,primary
2017-05-29,FDX,2017-07-24,175.1553,179.8331,2.7106,-0.04,re_entry
2017-05-29,GE,2017-07-24,122.5529,113.1696,0.9238,-0.92,primary
2017-05-29,PCAR,2017-07-24,30.0911,32.4879,1.1988,6.77,primary
2017-05-29,WM,2017-07-24,63.4093,64.251,2.1365,-0.81,primary
2017-06-05,BAC,2017-07-31,19.3224,20.3836,1.7577,3.73,primary
2017-06-05,CVX,2017-07-31,73.175,75.7265,1.7151,1.77,primary
2017-06-05,EPD,2017-07-31,14.3243,14.2824,1.7656,-1.77,primary
2017-06-05,GS,2017-07-31,184.2313,190.3188,1.6953,1.61,primary
2017-06-05,JPM,2017-07-31,68.7701,74.4761,1.6953,6.6,primary
2017-06-05,KMI,2017-07-31,11.8733,12.648,1.7656,4.76,primary
2017-06-05,PNC,2017-07-31,91.5848,98.8597,1.6953,6.25,primary
2017-06-05,SPG,2017-07-31,97.5228,103.1197,2.3447,3.39,primary
2017-07-17,BRK-B,2017-09-11,171.34,179.89,1.483,3.51,primary
2017-07-17,ORLY,2017-09-11,12.546,13.9907,2.0511,9.46,primary
2017-07-17,PEG,2017-09-11,33.2626,34.4031,0.8868,2.54,primary
2017-07-17,PG,2017-09-11,70.1066,74.3725,0.8763,5.21,primary
2017-07-17,T,2017-09-11,14.9901,15.2323,1.2174,0.4,primary
2017-07-24,BAC,2017-09-18,19.6163,20.5289,1.6904,2.96,primary
2017-07-24,COP,2017-09-18,34.4683,37.3774,1.6494,6.79,primary
2017-07-24,CVX,2017-09-18,74.3579,81.4749,1.6494,7.92,primary
2017-07-24,GS,2017-09-18,185.2003,191.9993,1.6304,2.04,primary
2017-07-24,PAYX,2017-09-18,44.3615,46.2746,1.5007,2.81,primary
2017-07-24,ROST,2017-09-18,50.3252,55.9984,2.2549,9.02,primary
2017-07-24,TJX,2017-09-18,30.7895,32.1928,2.2549,2.3,primary
2017-07-31,CMCSA,2017-09-25,29.8198,28.9764,1.3046,-1.3,primary
2017-07-31,D,2017-09-25,53.1312,52.8459,0.9503,-0.95,primary
2017-07-31,DUK,2017-09-25,60.5871,59.402,0.9503,-0.95,primary
2017-07-31,EMR,2017-09-25,49.4886,51.2635,1.0979,2.49,primary
2017-07-31,GE,2017-09-25,114.2778,108.2563,0.9503,-0.95,primary
2017-07-31,IBM,2017-09-25,95.3482,96.3025,1.0979,-0.1,primary
2017-07-31,SRE,2017-09-25,44.3932,43.5414,0.9503,-0.95,primary
2017-09-25,CMCSA,2017-11-20,28.9764,27.1239,1.2369,-1.24,primary
2017-09-25,DLR,2017-11-20,88.2824,87.693,2.0521,-2.05,primary
2017-09-25,ELV,2017-11-20,169.4636,196.6932,1.3765,14.69,primary
2017-09-25,KMB,2017-11-20,87.1281,86.2397,0.8904,-0.89,primary
2017-10-02,AMZN,2017-11-27,49.479,58.1175,1.7,15.76,primary
2017-10-02,AVB,2017-11-27,134.9743,136.8077,0.9143,0.44,primary
2017-10-02,AVGO,2017-11-27,19.2791,21.3048,2.0006,8.51,primary
2017-10-02,BDX,2017-11-27,133.5513,152.5983,1.2819,12.98,primary
2017-10-02,BKNG,2017-11-27,1882.8267,1703.4771,1.7,-1.7,primary
2017-10-02,CCL,2017-11-27,59.7277,60.4705,1.5396,-0.3,primary
2017-10-02,ECL,2017-11-27,120.4965,123.1626,0.9035,1.31,primary
2017-10-02,JNJ,2017-11-27,105.3379,110.683,1.042,4.03,primary
2017-10-02,KR,2017-11-27,17.2253,21.5552,2.1146,23.02,primary
2017-10-02,MDT,2017-11-27,63.7452,64.9113,1.2819,0.55,primary
2017-10-02,NKE,2017-11-27,46.8455,53.5122,1.7745,12.46,primary
2017-10-02,NXPI,2017-11-27,100.7391,101.4729,1.7304,-1.0,primary
2017-10-02,PM,2017-11-27,71.9364,67.0488,1.0615,-1.06,primary
2017-10-02,REGN,2017-11-27,466.7965,370.9639,1.027,-1.03,primary
2017-10-02,SYK,2017-11-27,136.2973,142.5816,1.2819,3.33,primary
2017-10-02,TMUS,2017-11-27,60.0061,58.5543,1.2551,-1.26,primary
2017-10-02,TSLA,2017-11-27,23.792,20.4353,5.3022,-5.3,primary
2017-10-09,D,2017-12-04,54.0068,58.1532,0.9503,6.73,re_entry
2017-10-09,DUK,2017-12-04,61.4335,62.9439,0.9503,1.51,re_entry
2017-10-09,KDP,2017-12-04,11.7612,12.407,1.0571,4.43,primary
2017-10-09,KMB,2017-12-04,87.7797,88.9273,0.8997,0.41,primary
2017-10-09,PEP,2017-12-04,86.7799,90.4467,1.1427,3.08,primary
2017-10-09,WDC,2017-12-04,60.2399,55.8968,1.0519,-1.05,primary
2017-10-09,ZTS,2017-12-04,61.0924,67.2076,1.2766,8.73,primary
2017-10-16,ALL,2017-12-11,76.671,86.0581,1.5797,10.66,primary
2017-10-16,BAX,2017-12-11,55.1673,56.8163,1.3244,1.66,primary
2017-10-16,CMCSA,2017-12-11,28.1447,30.0276,1.2968,5.39,primary
2017-10-16,ELV,2017-12-11,173.7565,202.4975,1.443,15.1,primary
2017-10-16,EW,2017-12-11,37.6933,38.0733,1.3244,-0.32,primary
2017-10-16,GE,2017-12-11,106.6893,79.7819,0.9446,-0.94,primary
2017-10-16,HCA,2017-12-11,75.2286,82.1064,1.443,7.7,primary
2017-10-16,MCK,2017-12-11,141.1478,152.563,1.443,6.64,primary
2017-10-16,NKE,2017-12-11,47.4174,58.0923,1.8333,20.68,primary
2017-10-16,WBD,2017-12-11,20.29,21.04,1.5907,2.11,primary
2017-10-23,AAPL,2017-12-18,38.0126,40.9476,2.2926,5.43,primary
2017-10-23,AVGO,2017-12-18,19.8408,20.5822,2.0317,1.71,primary
2017-10-23,CCL,2017-12-18,61.1656,60.7912,1.5636,-1.56,primary
2017-10-23,SRE,2017-12-18,44.1174,41.321,0.9285,-0.93,primary
2017-10-23,TMUS,2017-12-18,60.5253,61.1695,1.2746,-0.21,primary
2017-10-23,UAL,2017-12-18,60.25,67.25,5.3846,6.23,primary
2017-10-30,CCI,2017-12-25,74.4679,78.3529,0.866,4.35,primary
2017-10-30,HCA,2017-12-25,70.9404,81.5309,1.3229,13.61,primary
2017-10-30,PEP,2017-12-25,84.9305,93.046,1.0868,8.47,primary
2017-10-30,PGR,2017-12-25,38.7352,43.5009,1.4482,10.86,primary
2017-10-30,WELL,2017-12-25,50.6003,47.9605,0.866,-0.87,primary
2017-10-30,YUM,2017-12-25,67.6108,70.1883,2.0029,1.81,primary
2017-11-06,CMCSA,2018-01-01,27.8649,31.0333,1.4684,9.9,primary
2017-11-06,EPD,2018-01-01,13.6665,15.1589,1.863,9.06,primary
2017-11-06,EW,2018-01-01,34.6167,38.62,1.4998,10.06,primary
2017-11-06,KDP,2018-01-01,11.3751,12.6629,1.2418,10.08,primary
2017-11-06,KMB,2018-01-01,84.5072,88.1912,1.057,3.3,primary
2017-11-13,CCL,2018-01-08,60.2646,63.8514,1.8236,4.13,primary
2017-11-13,ECL,2018-01-08,120.0217,126.0924,1.0701,3.99,primary
2017-11-13,MCK,2018-01-08,133.0504,155.9876,1.6544,15.59,primary
2017-11-13,PM,2018-01-08,66.3571,68.2349,1.2572,1.57,primary
2017-11-13,TMUS,2018-01-08,57.7082,61.2272,1.4867,4.61,primary
2017-11-13,TSLA,2018-01-08,21.0033,22.4147,6.2802,0.44,primary
2017-11-13,UAL,2018-01-08,58.2,78.4,6.2802,28.43,primary
2017-11-13,WBD,2018-01-08,17.55,24.33,1.8236,36.81,primary
2017-11-20,CSX,2018-01-15,15.1296,17.1543,0.9162,12.47,primary
2017-11-20,HCA,2018-01-15,71.6458,86.3296,1.3996,19.1,primary
2017-11-20,META,2018-01-15,181.3568,179.8784,2.1705,-2.17,primary
2017-11-20,NCLH,2018-01-15,55.5,59.43,1.5428,5.54,primary
2017-11-20,PCG,2018-01-15,53.4404,43.8812,0.9162,-0.92,primary
2017-11-20,WMB,2018-01-15,17.7655,20.6586,1.5956,14.69,primary
2017-11-27,BAX,2018-01-22,56.8156,62.8432,1.5184,9.09,primary
2017-11-27,CHTR,2018-01-22,336.27,377.0,1.4867,10.63,primary
2017-11-27,DLR,2018-01-22,88.6405,83.9759,2.0521,-2.05,re_entry
2017-11-27,EPD,2018-01-22,13.6938,16.0554,1.8861,15.36,primary
2017-11-27,HUM,2018-01-22,240.1039,268.1751,1.6544,10.04,primary
2017-11-27,ORCL,2018-01-22,43.8875,46.847,1.8479,4.9,primary
2017-12-04,FCX,2018-01-29,13.545,16.2594,0.9077,19.13,primary
2017-12-04,GE,2018-01-29,79.2894,70.5053,0.9077,-0.91,primary
2017-12-04,NCLH,2018-01-29,55.03,59.0,1.5285,5.69,primary
2017-12-04,O,2018-01-29,36.2653,33.5653,0.9077,-0.91,primary
2017-12-04,REGN,2018-01-29,378.2248,345.5257,1.0195,-1.02,primary
2017-12-11,AMD,2018-02-05,10.29,11.31,2.3566,7.56,primary
2017-12-11,BAX,2018-02-05,56.8163,55.9292,1.2514,-1.25,primary
2017-12-11,BKNG,2018-02-05,1727.724,1732.6323,1.6595,-1.38,primary
2017-12-11,CHTR,2018-02-05,322.31,349.43,1.2252,7.19,primary
2017-12-11,TMO,2018-02-05,187.9136,195.7977,1.0721,3.12,primary
2017-12-11,WELL,2018-02-05,50.3446,41.7257,0.8925,-0.89,primary
2017-12-18,CCL,2018-02-12,60.7912,63.6773,1.5795,3.17,primary
2017-12-18,ETN,2018-02-12,66.0433,70.5422,1.0836,5.73,primary
2017-12-18,GD,2018-02-12,168.299,186.95,0.938,10.14,primary
2017-12-18,NEM,2018-02-12,29.2277,30.9614,0.938,4.99,primary
2017-12-18,PCAR,2018-02-12,34.6635,33.5796,1.2172,-1.22,primary
2017-12-25,DLR,2018-02-19,85.6682,76.8682,2.3822,-2.38,primary
2018-01-01,AMGN,2018-02-26,140.6163,145.1536,0.9812,2.25,primary
2018-01-01,AON,2018-02-26,127.3981,129.518,1.4608,0.2,primary
2018-01-01,BAX,2018-02-26,60.1646,57.6425,1.2248,-1.22,primary
2018-01-01,BMY,2018-02-26,45.982,49.4845,1.0078,6.61,primary
2018-01-01,BSX,2018-02-26,25.97,26.77,1.2248,1.86,primary
2018-01-01,GILD,2018-02-26,54.8532,57.9227,1.0078,4.59,primary
2018-01-01,HUM,2018-02-26,245.887,250.9753,1.3345,0.73,primary
2018-01-01,MCHP,2018-02-26,39.5278,39.2831,1.6533,-1.65,primary
2018-01-01,META,2018-02-26,185.3951,175.2448,2.0695,-2.07,primary
2018-01-01,NCLH,2018-02-26,54.87,56.44,1.471,1.39,primary
2018-01-01,ORCL,2018-02-26,42.8789,44.6889,1.4906,2.73,primary
2018-01-01,PANW,2018-02-26,25.495,29.4617,1.9895,13.57,primary
2018-01-01,PCG,2018-02-26,43.7824,40.2533,0.8736,-0.87,primary
2018-01-01,TMO,2018-02-26,197.9593,201.9207,1.0493,0.95,primary
2018-01-01,TSLA,2018-02-26,21.1053,22.3413,5.0659,0.79,primary
2018-01-08,C,2018-03-05,58.4666,58.1461,1.669,-1.67,primary
2018-01-08,CCL,2018-03-05,63.8514,62.2198,1.5636,-1.56,re_entry
2018-01-08,RCL,2018-03-05,117.724,116.8839,1.621,-1.62,primary
2018-01-15,AMT,2018-03-12,112.1124,119.3873,1.0678,5.42,primary
2018-01-15,LRCX,2018-03-12,18.4979,19.8305,2.8195,4.38,primary
2018-01-22,AVB,2018-03-19,129.3561,120.1691,1.0498,-1.05,primary
2018-01-22,DLR,2018-03-19,83.9759,77.6861,2.3908,-2.39,primary
2018-01-22,GM,2018-03-19,38.1282,31.1475,6.0879,-6.09,primary
2018-01-22,META,2018-03-19,188.5206,158.1489,2.487,-2.49,primary
2018-01-22,PLD,2018-03-19,51.1634,48.1271,1.0498,-1.05,primary
2018-01-22,WELL,2018-03-19,45.5688,39.7544,1.0498,-1.05,primary
2018-02-12,BAX,2018-04-09,57.686,57.2907,1.2514,-1.25,re_entry
2018-02-19,PCAR,2018-04-16,34.9492,33.9005,1.2172,-1.22,re_entry
2018-03-05,MCHP,2018-04-30,42.5879,37.6566,1.6533,-1.65,re_entry
2018-06-04,ABBV,2018-07-30,72.013,69.9234,1.3314,-1.33,primary
2018-06-04,APD,2018-07-30,139.6823,133.5364,1.154,-1.15,primary
2018-06-04,BAC,2018-07-30,24.9223,26.168,2.0008,3.0,primary
2018-06-04,BDX,2018-07-30,157.3894,168.3075,1.618,5.32,primary
2018-06-04,BRK-B,2018-07-30,196.01,200.24,1.9298,0.23,primary
2018-06-04,C,2018-07-30,52.5569,55.5658,2.0008,3.72,primary
2018-06-04,CB,2018-07-30,116.5858,121.9072,1.9298,2.63,primary
2018-06-04,DG,2018-07-30,85.6156,88.8811,2.669,1.15,primary
2018-06-04,DHR,2018-07-30,87.9305,86.6802,1.3862,-1.39,primary
2018-06-04,ELV,2018-07-30,205.0316,232.4247,1.7629,11.6,primary
2018-06-04,GS,2018-07-30,195.8063,196.3935,1.9298,-1.63,primary
2018-06-04,IFF,2018-07-30,102.8811,109.829,1.1403,5.61,primary
2018-06-04,JPM,2018-07-30,89.7843,95.1307,1.9298,4.02,primary
2018-06-04,KMB,2018-07-30,77.7671,88.7614,1.1403,13.0,primary
2018-06-04,LUV,2018-07-30,45.5617,51.9775,6.6923,7.39,primary
2018-06-04,PCAR,2018-07-30,32.1206,31.712,1.4975,-1.5,primary
2018-06-04,PGR,2018-07-30,49.5675,48.55,1.9298,-1.93,primary
2018-06-04,PNC,2018-07-30,113.0757,110.9357,1.9298,-1.93,primary
2018-06-04,TFC,2018-07-30,38.9502,36.81,2.0008,-2.0,primary
2018-06-04,TMO,2018-07-30,212.437,228.5724,1.3862,6.21,primary
2018-06-04,VZ,2018-07-30,32.1974,34.6171,1.5842,5.93,primary
2018-06-11,ALL,2018-08-06,78.4212,82.4505,1.8981,3.24,primary
2018-06-11,CCL,2018-08-06,60.5763,55.3904,1.9114,-1.91,primary
2018-06-11,CSCO,2018-08-06,35.1939,35.0915,1.3113,-1.31,primary
2018-06-11,DLTR,2018-08-06,88.02,92.43,2.6252,2.39,primary
2018-06-11,NCLH,2018-08-06,54.95,50.61,1.9114,-1.91,primary
2018-06-11,NEE,2018-08-06,32.9257,35.2763,1.135,6.0,primary
2018-06-11,SBUX,2018-08-06,48.1654,43.4425,2.6252,-2.63,primary
2018-06-11,VRTX,2018-08-06,155.02,174.82,1.2749,11.5,primary
2018-06-18,C,2018-08-13,51.582,53.8151,2.262,2.07,primary
2018-06-18,CCI,2018-08-13,74.5891,81.9761,1.3046,8.6,primary
2018-06-18,FANG,2018-08-13,96.6057,92.4663,2.2722,-2.27,primary
2018-06-25,AMCR,2018-08-20,37.3815,37.0255,1.5245,-1.52,primary
2018-06-25,CB,2018-08-20,111.5529,118.6666,2.5493,3.83,primary
2018-06-25,FCX,2018-08-20,15.6606,13.1669,1.5245,-1.52,primary
2018-06-25,T,2018-08-20,13.8979,14.4194,2.0928,1.66,primary
2018-07-02,ABBV,2018-08-27,69.4962,69.525,1.4615,-1.42,primary
2018-07-02,ALL,2018-08-27,77.0419,84.0723,2.1184,7.01,primary
2018-07-02,AON,2018-08-27,130.938,137.2735,2.1184,2.72,primary
2018-07-02,BRK-B,2018-08-27,187.56,208.72,2.1184,9.16,primary
2018-07-02,GD,2018-08-27,158.1519,162.7689,1.2667,1.65,primary
2018-07-02,GS,2018-08-27,186.0742,199.5145,2.1184,5.1,primary
2018-07-02,IBM,2018-08-27,97.5332,101.3547,1.4635,2.45,primary
2018-07-02,ITW,2018-08-27,116.3167,115.6836,1.4635,-1.46,primary
2018-07-02,LHX,2018-08-27,124.5431,140.2599,1.2667,11.35,primary
2018-07-02,RCL,2018-08-27,97.7253,114.3705,2.1331,14.9,primary
2018-07-02,RTX,2018-08-27,65.942,69.6248,1.2667,4.32,primary
2018-07-02,TRV,2018-08-27,104.3454,111.478,2.1184,4.72,primary
2018-07-02,USB,2018-08-27,37.0772,39.9571,2.1184,5.65,primary
2018-07-02,WAT,2018-08-27,196.48,189.48,1.5216,-1.52,primary
2018-07-02,WDC,2018-08-27,54.4459,44.1827,1.4635,-1.46,primary
2018-07-02,WM,2018-08-27,72.2416,79.8003,2.9298,7.53,primary
2018-07-09,AMAT,2018-09-03,42.3171,36.724,3.0471,-3.05,primary
2018-07-09,APD,2018-09-03,131.3408,137.6186,1.154,3.63,primary
2018-07-09,BAC,2018-09-03,23.7099,25.6282,2.0008,6.09,primary
2018-07-09,BLK,2018-09-03,417.2677,387.9325,1.9583,-1.96,primary
2018-07-09,CAT,2018-09-03,119.0422,120.2571,1.4975,-0.48,primary
2018-07-09,CME,2018-09-03,124.8765,130.0163,2.1921,1.92,primary
2018-07-09,COF,2018-09-03,82.7669,86.4354,1.8309,2.6,primary
2018-07-09,DAL,2018-09-03,47.0078,53.0055,6.6923,6.07,primary
2018-07-09,JPM,2018-09-03,86.413,92.8802,1.9298,5.55,primary
2018-07-09,LRCX,2018-09-03,15.4339,14.3369,3.0471,-3.05,primary
2018-07-09,MAR,2018-09-03,122.9845,119.2446,2.1457,-2.15,primary
2018-07-09,MS,2018-09-03,37.9699,38.3055,1.9298,-1.05,primary
2018-07-09,NOC,2018-09-03,283.4374,265.8238,1.154,-1.15,primary
2018-07-09,PCAR,2018-09-03,31.2297,34.1166,1.4975,7.75,primary
2018-07-09,PH,2018-09-03,143.906,159.0539,1.3332,9.19,primary
2018-07-09,PNC,2018-09-03,105.0764,109.3523,1.9298,2.14,primary
2018-07-09,ROP,2018-09-03,271.4173,291.1141,2.1921,5.06,primary
2018-07-09,SBUX,2018-09-03,43.5353,46.5899,2.669,4.35,primary
2018-07-09,TEL,2018-09-03,80.4393,79.4788,1.3332,-1.33,primary
2018-07-09,TMO,2018-09-03,206.9024,231.1586,1.3862,10.34,primary
2018-07-09,YUM,2018-09-03,68.675,77.0399,2.669,9.51,primary
2018-07-16,AAL,2018-09-10,37.0779,39.0,1.2184,3.97,primary
2018-07-16,AFL,2018-09-10,35.9262,39.6088,1.3886,8.86,primary
2018-07-16,CCL,2018-09-10,54.0335,59.9174,2.0518,8.84,primary
2018-07-16,DHR,2018-09-10,86.6118,91.3832,1.4636,4.05,primary
2018-07-16,NCLH,2018-09-10,49.54,55.47,2.0518,9.92,primary
2018-07-16,NEM,2018-09-10,29.52,24.2253,1.2184,-1.22,primary
2018-07-16,PGR,2018-09-10,47.1933,53.827,2.0376,12.02,primary
2018-07-16,T,2018-09-10,13.7391,14.8435,1.6726,6.37,primary
2018-07-23,ABBV,2018-09-17,65.5989,66.8303,1.4243,0.45,primary
2018-07-23,APD,2018-09-17,134.6049,142.4271,1.2345,4.58,primary
2018-07-23,CSCO,2018-09-17,34.1216,38.9229,1.4262,12.64,primary
2018-07-23,DE,2018-09-17,126.0904,136.8456,1.602,6.93,primary
2018-07-23,EMR,2018-09-17,59.4113,65.4706,1.4262,8.77,primary
2018-07-23,TFC,2018-09-17,36.6103,36.9839,2.1405,-1.12,primary
2018-07-30,COF,2018-09-24,84.5956,83.4128,1.7497,-1.75,primary
2018-07-30,ECL,2018-09-24,135.5183,144.7944,1.0898,5.76,primary
2018-07-30,IP,2018-09-24,35.2382,33.2645,1.1028,-1.1,primary
2018-07-30,ITW,2018-09-24,116.2417,117.5495,1.2741,-0.15,primary
2018-07-30,MAR,2018-09-24,120.3372,124.3493,2.0506,1.28,primary
2018-07-30,ZTS,2018-09-24,86.0668,86.001,1.5463,-1.55,primary
2018-08-06,NOW,2018-10-01,37.494,37.32,2.9206,-2.92,primary
2018-08-06,SCHW,2018-10-01,45.4227,46.3227,2.0851,-0.1,primary
2018-08-13,CME,2018-10-08,126.7244,132.5863,2.2749,2.35,primary
2018-08-13,CSCO,2018-10-08,36.7667,36.8862,1.3113,-0.99,re_entry
2018-08-13,DE,2018-10-08,125.9023,133.5191,1.5541,4.5,primary
2018-08-13,EL,2018-10-08,123.3054,114.8906,1.1834,-1.18,primary
2018-08-13,IP,2018-10-08,34.8492,28.8788,1.1976,-1.2,primary
2018-08-13,ITW,2018-10-08,116.1418,109.6118,1.3836,-1.38,primary
2018-08-13,MAR,2018-10-08,116.2631,110.6552,2.2267,-2.23,primary
2018-08-13,NOC,2018-10-08,259.3515,267.4602,1.1976,1.93,primary
2018-08-13,PGR,2018-10-08,52.281,52.7385,1.9298,-1.05,re_entry
2018-08-13,SYK,2018-10-08,156.8592,158.2606,1.6791,-0.79,primary
2018-08-13,TSN,2018-10-08,50.2386,48.7718,2.7698,-2.77,primary
2018-08-20,ADBE,2018-10-15,261.51,245.03,2.5872,-2.59,primary
2018-08-20,BKNG,2018-10-15,1868.4354,1772.6251,2.1122,-2.11,primary
2018-08-20,BLK,2018-10-15,392.9272,332.6818,1.9277,-1.93,primary
2018-08-20,MU,2018-10-15,49.4471,39.4504,2.9996,-3.0,primary
2018-08-20,NOW,2018-10-15,38.712,35.43,2.661,-2.66,primary
2018-08-20,NVDA,2018-10-15,6.7381,5.6756,2.9996,-3.0,primary
2018-08-20,VLO,2018-10-15,89.0859,68.5492,1.9219,-1.92,primary
2018-08-20,WAT,2018-10-15,189.36,185.42,1.3646,-1.36,primary
2018-08-20,WDC,2018-10-15,44.5809,39.8397,1.3124,-1.31,primary
2018-08-27,DHR,2018-10-22,88.5358,83.1855,1.4636,-1.46,primary
2018-08-27,ITW,2018-10-22,115.6836,104.1006,1.4076,-1.41,primary
2018-08-27,LRCX,2018-10-22,15.5507,12.5838,3.2172,-3.22,primary
2018-09-03,IP,2018-10-29,34.9971,30.8212,1.4098,-1.41,primary
2018-09-10,ABBV,2018-11-05,69.3077,65.0048,1.3194,-1.32,primary
2018-09-10,ADBE,2018-11-05,274.69,244.84,2.6044,-2.6,primary
2018-09-10,APTV,2018-11-05,85.7466,74.6335,6.6318,-6.63,primary
2018-09-10,COP,2018-11-05,57.0438,52.0075,1.9347,-1.93,primary
2018-09-10,CTSH,2018-11-05,68.2474,62.9329,1.7603,-1.76,primary
2018-09-10,CVX,2018-11-05,84.6486,86.1846,1.9347,-0.12,primary
2018-09-10,EW,2018-11-05,49.33,51.06,1.6034,1.9,primary
2018-09-10,F,2018-11-05,6.4251,6.4921,6.6318,-5.59,primary
2018-09-10,FCX,2018-11-05,12.4572,10.3671,1.1436,-1.14,primary
2018-09-10,LVS,2018-11-05,52.9633,45.4823,1.9257,-1.93,primary
2018-09-10,NEM,2018-11-05,24.2253,25.6542,1.1436,4.75,primary
2018-09-10,NFLX,2018-11-05,36.456,30.347,2.9153,-2.92,primary
